gestfips,h_year,hearnval,hfdval,hfoodsp,hlorent,hmcaid,hpawval,hpaw_yn,hpublic,hssival,h_seq,gtmetsta,ffpos,f_mv_fs,povll,pehspnon,prdtrace,prcitshp,pemlr,a_age,a_maritl,a_hga,marsupwt,dis_hp,hea,mcaid,paw_val,paw_yn,pearnval,pov_univ,pppos,spm_id,ssi_val,ssi_yn,wkswork,racecat
California,2023,114000,762,1,2,1,0,2,2,10800,84425,1,1,762,10,2,5,2,7,22,7,40,5374.41,2,3,1,0,2,0,1,43,84425001,0,2,0,5
California,2023,205000,0,2,0,3,0,2,0,0,84426,1,1,0,14,2,1,1,0,12,7,0,2584.05,0,1,2,0,0,0,1,44,84426001,0,0,0,1
California,2023,70000,0,2,2,3,0,2,2,0,84430,1,1,0,14,2,5,1,1,60,5,43,2284.36,2,1,2,0,2,70000,1,41,84430001,0,2,52,5
California,2023,160000,0,2,0,2,0,2,0,0,84431,1,1,0,14,2,4,1,1,37,7,42,3140.23,2,2,1,0,2,40000,1,42,84431001,0,2,52,3
California,2023,48334,450,1,2,1,0,2,2,0,84432,1,1,450,9,2,1,1,1,37,7,43,2394.4,2,3,1,0,2,48334,1,41,84432001,0,2,51,1
California,2023,140000,0,2,0,3,0,2,0,0,84433,1,1,0,14,2,4,1,1,35,7,45,3098.94,2,3,2,0,2,140000,1,41,84433001,0,2,52,3
California,2023,204500,0,2,0,3,0,2,0,0,84434,1,1,0,14,2,2,1,1,25,7,39,5601.5,2,2,2,0,2,39500,1,43,84434001,0,2,52,2
California,2023,120000,0,2,0,3,0,2,0,0,84435,1,1,0,12,2,1,1,0,11,7,0,2632.07,0,1,2,0,0,0,1,43,84435001,0,0,0,1
California,2023,212000,0,2,0,3,0,2,0,0,84436,1,1,0,14,2,4,4,1,64,1,43,2759.71,2,3,2,0,2,170000,1,41,84436001,0,2,52,3
California,2023,125000,0,2,0,3,0,2,0,0,84437,1,1,0,12,2,1,4,1,47,1,46,2357.04,2,2,2,0,2,125000,1,42,84437001,0,2,52,1
California,2023,164000,0,2,0,2,0,2,0,0,84438,1,1,0,12,2,4,4,5,77,5,34,2411.22,2,3,1,0,2,0,1,41,84438001,0,2,0,3
California,2023,164000,0,2,0,2,0,2,0,0,84438,1,2,0,12,2,4,4,5,78,1,34,2618.32,2,3,1,0,2,0,1,44,84438001,0,2,0,3
California,2023,164000,0,2,0,2,0,2,0,0,84438,1,3,0,12,2,4,4,1,43,1,37,2405.6,2,3,2,0,2,80000,1,47,84438001,0,2,52,3
California,2023,87000,0,2,2,3,0,2,2,0,84439,1,1,0,11,2,1,1,0,31,1,44,4387.78,2,2,2,0,2,87000,1,42,84439001,0,2,52,1
California,2023,0,0,2,2,1,0,2,2,0,84440,1,1,0,1,2,4,5,7,22,7,40,2385.04,2,3,1,0,2,0,1,41,84440001,0,2,0,3
California,2023,0,0,2,2,1,0,2,2,0,84440,1,2,0,1,2,4,5,7,22,7,40,2464.23,2,3,1,0,2,0,1,42,84440003,0,2,0,3
California,2023,100000,0,2,0,3,0,2,0,0,84441,1,1,0,11,2,1,1,5,76,5,43,1991.2,2,2,2,0,2,0,1,41,84441001,0,2,0,1
California,2023,100000,0,2,0,3,0,2,0,0,84441,1,2,0,11,2,1,1,0,6,7,0,2995.33,0,2,2,0,0,0,1,44,84441001,0,0,0,1
California,2023,180000,0,2,2,3,0,2,2,0,84442,1,1,0,14,2,5,2,2,29,7,43,3497.99,2,2,2,0,2,180000,1,41,84442001,0,2,52,5
California,2023,559224,0,2,0,3,0,2,0,0,84443,1,1,0,11,2,1,1,1,34,5,43,2874.9,2,3,2,0,2,59224,1,41,84443001,0,2,52,1
California,2023,559224,0,2,0,3,0,2,0,0,84443,1,2,0,14,2,4,4,1,52,7,46,2874.9,2,1,2,0,2,500000,1,42,84443001,0,2,52,3
California,2023,200000,0,2,0,3,0,2,0,0,84445,1,1,0,14,2,1,1,0,11,7,0,2403.18,0,1,2,0,0,0,1,44,84445001,0,0,0,1
California,2023,172000,0,2,0,3,0,2,0,0,84447,1,1,0,13,2,1,1,0,9,7,0,2809.27,0,1,2,0,0,0,1,44,84447001,0,0,0,1
California,2023,10000,0,2,0,3,0,2,1,0,84448,1,1,0,2,2,2,1,4,43,7,40,3680.12,2,3,2,0,2,10000,1,41,84448001,0,2,8,2
California,2023,0,0,2,2,3,0,2,2,0,84449,1,1,0,10,2,4,4,5,73,1,40,2889.85,2,4,2,0,2,0,1,41,84449001,0,2,0,3
California,2023,1499999,0,2,0,3,0,2,0,0,84450,1,1,0,14,2,1,1,1,32,1,46,2838.09,2,1,2,0,2,400000,1,41,84450001,0,2,52,1
California,2023,97760,0,2,2,3,0,2,2,0,84451,1,1,0,14,2,4,1,1,41,7,43,2359.79,2,2,2,0,2,97760,1,41,84451001,0,2,52,3
California,2023,282000,300,1,0,3,0,2,0,0,84452,1,1,300,14,2,1,1,1,49,1,43,2365.12,1,4,2,0,2,90000,1,41,84452001,0,2,50,1
California,2023,65000,0,2,2,3,0,2,2,0,84453,1,1,0,6,2,15,1,1,23,7,40,3965.93,2,2,2,0,2,25000,1,41,84453001,0,2,52,5
California,2023,65000,0,2,2,3,0,2,2,0,84453,1,2,0,9,2,4,1,1,24,7,43,2489.99,2,2,2,0,2,40000,1,42,84453003,0,2,52,3
California,2023,80000,0,2,0,3,0,2,0,0,84454,1,1,0,9,2,4,1,7,19,7,40,3253.62,2,4,2,0,2,0,1,44,84454001,0,2,0,3
California,2023,216000,0,2,0,3,0,2,0,0,84455,1,1,0,14,2,1,1,7,56,1,43,2244.84,2,2,2,0,2,0,1,41,84455001,0,2,0,1
California,2023,190000,0,2,0,3,0,2,0,0,84456,1,1,0,14,2,1,1,1,36,1,42,2991.13,2,3,2,0,2,85000,1,41,84456001,0,2,52,1
California,2023,142000,0,2,0,3,0,2,0,0,84458,1,1,0,14,2,4,1,1,41,7,44,2561.73,2,3,2,0,2,142000,1,41,84458001,0,2,52,3
California,2023,40900,0,2,2,3,0,2,2,0,84459,1,1,0,8,2,4,5,1,31,1,46,2884.13,2,1,2,0,2,40900,1,42,84459001,0,2,39,3
California,2023,124000,0,2,0,3,0,2,0,0,84460,1,1,0,12,2,4,1,0,5,7,0,2123.37,0,1,2,0,0,0,1,43,84460001,0,0,0,3
California,2023,493000,0,2,0,3,0,2,0,0,84461,1,1,0,14,2,4,1,1,30,7,44,2549.44,2,3,2,0,2,95000,1,42,84461001,0,2,50,3
California,2023,493000,0,2,0,3,0,2,0,0,84461,1,2,0,14,2,4,4,1,61,1,43,2529.09,2,1,2,0,2,48000,1,44,84461001,0,2,52,3
California,2023,175000,0,2,0,3,0,2,0,0,84462,1,1,0,14,1,1,1,7,15,7,36,1947.74,2,1,2,0,2,0,1,44,84462001,0,2,0,4
California,2023,151200,0,2,0,3,0,2,0,0,84463,1,1,0,14,2,1,1,7,55,1,43,2177.92,2,4,2,0,2,1200,1,42,84463001,0,2,1,1
California,2023,120000,4200,1,0,3,0,2,0,8400,84464,1,1,4200,14,2,1,1,1,55,1,40,2395.07,2,4,2,0,2,0,1,42,84464001,0,2,0,1
California,2023,0,0,2,0,3,0,2,0,0,84465,1,1,0,7,1,1,1,5,70,4,40,1720.09,2,4,2,0,2,0,1,41,84465001,0,2,0,4
California,2023,0,0,2,0,3,0,2,0,0,84465,1,2,0,4,1,1,1,5,71,5,39,1720.09,2,5,2,0,2,0,1,42,84465001,0,2,0,4
California,2023,0,0,2,2,3,0,2,2,0,84466,1,1,0,1,1,1,1,5,58,7,40,1773.98,2,1,2,0,2,0,1,41,84466001,0,2,0,4
California,2023,33150,972,1,1,2,0,2,2,0,84467,1,1,0,1,2,1,1,1,23,7,39,2839.04,2,1,2,0,2,8000,1,41,84467001,0,2,12,1
California,2023,33150,972,1,1,2,0,2,2,0,84467,1,2,972,6,2,1,1,1,22,7,39,2839.04,2,2,1,0,2,25150,1,43,84467001,0,2,52,1
California,2023,75000,0,2,2,2,0,2,2,0,84468,1,1,0,11,1,1,5,1,46,7,40,1585.12,2,3,1,0,2,40000,1,41,84468001,0,2,52,4
California,2023,75000,0,2,2,2,0,2,2,0,84468,1,2,0,1,1,1,5,7,76,4,37,1628.56,2,3,2,0,2,0,1,43,84468004,0,2,0,4
California,2023,20000,0,2,2,1,0,2,2,0,84469,1,1,0,3,1,3,5,7,35,5,39,3993.79,2,3,1,0,2,20000,1,41,84469001,0,2,52,4
California,2023,20000,0,2,2,1,0,2,2,0,84469,1,2,0,1,1,3,1,1,22,7,40,4630.52,2,2,1,0,2,0,1,44,84469003,0,2,0,4
California,2023,0,0,2,2,3,0,2,2,0,84470,1,1,0,1,1,1,3,5,65,4,33,1753.94,1,4,2,0,2,0,1,41,84470001,0,2,0,4
California,2023,20000,0,2,2,3,0,2,2,0,84471,1,1,0,3,2,1,1,0,14,7,0,2945.53,0,2,2,0,0,0,1,42,84471001,0,0,0,1
California,2023,0,0,2,2,3,0,2,2,0,84472,1,1,0,1,1,1,1,5,80,1,41,1398.27,2,2,2,0,2,0,1,41,84472001,0,2,0,4
California,2023,11000,0,2,2,1,0,2,2,0,84473,1,1,0,2,1,1,5,1,53,7,39,1877.95,2,2,1,0,2,11000,1,41,84473001,0,2,52,4
California,2023,257625,0,2,0,3,0,2,0,0,84474,1,1,0,14,1,1,1,1,24,7,43,2023.95,2,2,2,0,2,37625,1,43,84474001,0,2,52,4
California,2023,50000,0,2,0,3,0,2,0,0,84475,1,1,0,13,2,1,1,5,61,1,40,1643.99,2,3,2,0,2,0,1,42,84475001,0,2,0,1
California,2023,35000,0,2,0,3,0,2,0,0,84476,1,1,0,13,1,7,1,5,70,1,40,2497.1,2,2,2,0,2,0,1,42,84476001,0,2,0,4
California,2023,35000,0,2,0,3,0,2,0,0,84476,1,2,0,13,1,7,1,1,47,7,43,2539.38,2,2,2,0,2,35000,1,43,84476001,0,2,52,4
California,2023,183000,0,2,0,3,0,2,0,0,84477,1,1,0,14,1,1,1,0,43,1,42,2029.52,2,2,2,0,2,60000,1,42,84477001,0,2,52,4
California,2023,393000,0,2,0,3,0,2,0,0,84478,1,1,0,14,2,4,1,1,28,7,43,2229.02,2,1,2,0,2,175000,1,41,84478001,0,2,52,3
California,2023,393000,0,2,0,3,0,2,0,0,84478,1,2,0,14,2,4,4,1,62,1,43,2635.57,2,2,2,0,2,138000,1,42,84478001,0,2,52,3
California,2023,181000,0,2,2,3,0,2,2,0,84479,1,1,0,14,2,2,1,0,0,7,0,4338.26,0,1,2,0,0,0,1,43,84479001,0,0,0,2
California,2023,42000,0,2,0,2,0,2,0,0,84480,1,1,0,10,2,5,2,5,74,4,41,2110.25,2,3,2,0,2,0,1,41,84480001,0,2,0,5
California,2023,42000,0,2,0,2,0,2,0,0,84480,1,2,0,10,2,15,1,0,12,7,0,3564.31,0,1,1,0,0,0,1,46,84480001,0,0,0,5
California,2023,50000,0,2,0,2,0,2,0,0,84481,1,1,0,14,1,1,4,5,66,1,42,1757.55,2,2,2,0,2,0,1,42,84481001,0,2,0,4
California,2023,50000,0,2,0,3,0,2,0,0,84482,1,1,0,12,2,1,1,1,74,1,44,1725.66,2,2,2,0,2,50000,1,42,84482001,0,2,52,1
California,2023,300000,0,2,2,3,0,2,2,0,84483,1,1,0,14,2,1,5,7,16,7,39,2682.08,2,1,2,0,2,0,1,44,84483001,0,2,0,1
California,2023,27000,0,2,2,1,0,2,2,0,84484,1,1,0,5,1,1,5,7,31,7,39,2336.52,2,2,1,0,2,0,1,42,84484001,0,2,0,4
California,2023,50000,0,2,2,1,0,2,2,0,84485,1,1,0,6,1,1,1,0,6,7,0,2437.43,0,3,1,0,0,0,1,44,84485001,0,0,0,4
California,2023,61500,840,1,2,1,0,2,2,0,84486,1,1,840,7,1,1,5,1,41,5,34,1897.55,2,3,1,0,2,21000,1,41,84486001,0,2,44,4
California,2023,15000,0,2,0,3,0,2,0,0,84487,1,1,0,6,2,4,4,5,70,1,39,2147.84,2,4,2,0,2,0,1,42,84487001,0,2,0,3
California,2023,5000,0,2,0,2,0,2,0,0,84488,1,1,0,1,2,4,4,6,55,7,40,2650.02,1,2,2,0,2,0,1,41,84488001,0,2,0,3
California,2023,120000,0,2,2,3,0,2,2,0,84489,1,1,0,14,2,4,4,1,36,7,44,2493.97,2,1,2,0,2,120000,1,41,84489001,0,2,52,3
California,2023,0,0,2,0,3,0,2,0,0,84490,1,1,0,5,2,4,1,5,73,1,39,2508.88,2,2,2,0,2,0,1,41,84490001,0,2,0,3
California,2023,411280,0,2,0,3,0,2,0,0,84491,1,1,0,14,2,4,5,1,48,1,44,2216.18,2,2,2,0,2,161280,1,42,84491001,0,2,52,3
California,2023,150000,0,2,2,3,0,2,2,0,84492,1,1,0,14,2,4,1,5,56,5,43,2650.02,2,3,2,0,2,150000,1,41,84492001,0,2,52,3
California,2023,86000,0,2,0,3,0,2,0,0,84493,1,1,0,14,2,4,4,1,36,7,43,2818.58,1,2,2,0,2,86000,1,41,84493001,0,2,26,3
California,2023,112000,0,2,0,2,0,2,0,0,84494,1,1,0,10,1,1,5,2,79,4,43,1789.38,2,3,2,0,2,20000,1,45,84494001,0,2,52,4
California,2023,178000,0,2,2,3,0,2,2,0,84495,1,1,0,14,2,1,1,1,32,1,41,2588.37,2,1,2,0,2,83500,1,42,84495001,0,2,52,1
California,2023,0,5040,1,2,2,0,2,2,0,84496,1,1,5040,1,1,1,1,7,34,7,42,1983.56,2,1,2,0,2,0,1,41,84496001,0,2,0,4
California,2023,0,1500,1,1,3,0,2,2,1392,84497,1,1,1500,4,1,1,5,5,74,1,31,1763.62,2,2,2,0,2,0,1,41,84497001,1392,1,0,4
California,2023,420272,0,2,0,3,0,2,0,0,84498,1,1,0,14,2,4,1,1,15,7,35,2608.42,2,1,2,0,2,272,1,44,84498001,0,2,4,3
California,2023,236000,0,2,0,3,0,2,0,0,84499,1,1,0,14,2,1,1,1,51,7,43,4933.11,2,3,2,0,2,200000,1,41,84499001,0,2,52,1
California,2023,236000,0,2,0,3,0,2,0,0,84499,1,2,0,8,2,1,1,1,44,7,44,4933.11,2,2,2,0,2,36000,1,42,84499001,0,2,52,1
California,2023,141000,0,2,0,3,0,2,0,0,84500,1,1,0,14,1,1,1,1,45,1,39,2140.1,2,3,2,0,2,61000,1,41,84500001,0,2,52,4
California,2023,0,0,2,0,3,0,2,0,0,84501,1,1,0,14,2,1,1,5,76,1,42,2213.28,2,3,2,0,2,0,1,41,84501001,0,2,0,1
California,2023,150000,0,2,2,3,0,2,2,0,84502,1,1,0,14,2,1,1,4,52,5,40,4490.58,1,4,2,0,2,150000,1,41,84502001,0,2,52,1
California,2023,128440,0,2,2,2,0,2,2,0,84503,1,1,0,10,1,1,5,7,25,7,39,2341.42,2,2,1,0,2,37440,1,42,84503001,0,2,52,4
California,2023,128440,0,2,2,2,0,2,2,0,84503,1,2,0,10,1,1,5,7,48,1,33,1866.89,2,2,1,0,2,36000,1,44,84503001,0,2,50,4
California,2023,128440,0,2,2,2,0,2,2,0,84503,1,3,0,8,1,1,5,1,30,7,37,2341.42,2,2,2,0,2,37000,1,45,84503001,0,2,52,4
California,2023,150000,0,2,0,3,0,2,0,0,84504,1,1,0,14,2,1,1,5,70,5,41,3482.05,2,2,2,0,2,150000,1,41,84504001,0,2,42,1
California,2023,55000,0,2,0,3,0,2,1,0,84505,1,1,0,8,2,4,5,7,34,1,44,2412.86,2,2,2,0,2,0,1,42,84505001,0,2,0,3
California,2023,114330,0,2,2,3,0,2,2,0,84506,1,1,0,14,2,4,5,0,9,7,0,3780.55,0,1,2,0,0,0,1,43,84506001,0,0,0,3
California,2023,339144,0,2,0,3,0,2,0,0,84507,1,1,0,14,2,1,1,1,36,1,45,2471.33,2,1,2,0,2,165108,1,42,84507001,0,2,52,1
California,2023,256000,0,2,0,3,0,2,0,0,84508,1,1,0,14,2,1,1,1,55,1,43,2540.39,2,3,2,0,2,184000,1,42,84508001,0,2,52,1
California,2023,109000,0,2,0,2,300,1,0,0,84511,1,1,0,11,2,4,4,1,24,7,43,2129.89,2,1,2,0,2,69000,1,41,84511001,0,2,52,3
California,2023,109000,0,2,0,2,300,1,0,0,84511,1,2,0,11,2,4,4,1,53,1,34,2040.81,2,2,1,0,2,40000,1,43,84511001,0,2,52,3
California,2023,120000,0,2,2,3,0,2,2,0,84512,1,1,0,12,1,5,1,0,11,7,0,2976.75,0,4,2,0,0,0,1,43,84512001,0,0,0,4
California,2023,190000,0,2,2,3,0,2,2,0,84513,1,1,0,14,2,4,1,1,36,7,43,2549.63,2,2,2,0,2,190000,1,41,84513001,0,2,24,3
California,2023,125000,0,2,0,3,0,2,0,0,84517,1,1,0,14,2,4,5,1,47,1,44,2298.27,2,2,2,0,2,85000,1,41,84517001,0,2,52,3
California,2023,77000,0,2,0,3,0,2,0,0,84518,1,1,0,12,2,1,1,1,66,1,39,3754.12,2,3,2,0,2,69000,1,41,84518001,0,2,52,1
California,2023,259952,0,2,2,3,0,2,2,0,84519,1,1,0,14,2,1,1,1,22,7,39,5780.46,2,2,2,0,2,29952,1,42,84519001,0,2,52,1
California,2023,100000,900,1,0,3,0,2,0,0,84520,1,1,900,14,2,4,4,1,53,7,44,2520.19,2,3,2,0,2,100000,1,42,84520001,0,2,52,3
California,2023,35000,0,2,0,2,0,2,0,0,84521,1,1,0,14,2,1,1,4,41,7,41,6048.04,2,1,1,0,2,35000,1,42,84521001,0,2,52,1
California,2023,254000,0,2,0,3,0,2,0,0,84522,1,1,0,14,2,4,5,1,35,1,44,2029.75,2,1,2,0,2,129000,1,42,84522001,0,2,52,3
California,2023,0,0,2,0,3,0,2,0,0,84523,1,1,0,12,2,1,1,5,64,1,39,1385.82,2,2,2,0,2,0,1,42,84523001,0,2,0,1
California,2023,175000,0,2,0,3,0,2,0,0,84524,1,1,0,14,2,1,1,1,35,1,44,4670.63,2,1,2,0,2,90000,1,41,84524001,0,2,52,1
California,2023,5000,3120,1,0,2,0,2,0,0,84525,1,1,3120,8,2,1,1,7,56,7,42,7033.93,2,1,1,0,2,0,1,43,84525001,0,2,0,1
California,2023,100000,0,2,2,3,0,2,2,0,84526,1,1,0,11,1,1,1,0,12,7,0,2164.14,0,2,2,0,0,0,1,44,84526001,0,0,0,4
California,2023,38000,0,2,2,3,0,2,2,0,84527,1,1,0,12,2,2,1,1,39,7,38,7500.71,2,2,2,0,2,38000,1,43,84527001,0,2,52,2
California,2023,128000,0,2,2,3,0,2,2,0,84528,1,1,0,14,2,2,1,1,21,7,39,3905.52,2,2,2,0,2,43000,1,44,84528001,0,2,52,2
California,2023,180000,0,2,0,3,0,2,0,0,84530,1,1,0,14,2,4,1,0,9,7,0,3655.17,0,1,2,0,0,0,1,42,84530001,0,0,0,3
California,2023,174000,0,2,0,3,0,2,0,0,84531,1,1,0,14,2,4,5,7,40,1,44,2153.13,2,3,2,0,2,24000,1,41,84531001,0,2,12,3
California,2023,265000,0,2,2,3,0,2,2,0,84532,1,1,0,14,2,4,5,1,27,7,44,2436.47,2,2,2,0,2,200000,1,41,84532001,0,2,52,3
California,2023,265000,0,2,2,3,0,2,2,0,84532,1,2,0,12,2,4,5,1,27,7,44,2436.47,2,2,2,0,2,65000,1,42,84532001,0,2,52,3
California,2023,0,0,2,0,3,0,2,0,0,84533,1,1,0,12,2,4,4,5,85,1,43,2141.11,2,3,2,0,2,0,1,41,84533001,0,2,0,3
California,2023,62000,0,2,0,1,0,2,1,0,84534,1,1,0,11,2,1,1,2,30,1,44,4235.68,2,1,1,0,2,50000,1,41,84534001,0,2,50,1
California,2023,199000,0,2,0,3,0,2,0,0,84535,1,1,0,14,2,1,1,7,16,7,35,2759.43,2,1,2,0,2,0,1,43,84535001,0,2,0,1
California,2023,349612,0,2,0,3,0,2,0,0,84536,1,1,0,14,2,1,1,0,5,7,0,2333.62,0,1,2,0,0,0,1,43,84536001,0,0,0,1
California,2023,10300,0,2,0,3,0,2,0,0,84537,1,1,0,14,1,7,1,5,65,1,43,2677.33,2,2,2,0,2,0,1,41,84537001,0,2,0,4
California,2023,47000,0,2,2,3,0,2,2,0,84538,1,1,0,10,2,2,1,1,61,7,44,3383.87,2,3,2,0,2,47000,1,41,84538001,0,2,52,2
California,2023,450000,0,2,0,3,0,2,0,0,84540,1,1,0,14,2,4,5,1,31,1,44,2548.94,2,2,2,0,2,250000,1,41,84540001,0,2,52,3
California,2023,179531,0,2,0,3,0,2,0,0,84541,1,1,0,14,2,4,1,1,31,1,44,2412.86,2,1,2,0,2,79531,1,42,84541001,0,2,52,3
California,2023,160000,0,2,0,3,0,2,0,0,84542,1,1,0,14,2,1,1,1,59,1,44,4763.23,2,1,2,0,2,120000,1,42,84542001,0,2,52,1
California,2023,120000,0,2,2,3,0,2,2,0,84543,1,1,0,14,2,1,1,1,30,7,43,5070.49,2,2,2,0,2,120000,1,41,84543001,0,2,52,1
California,2023,80000,0,2,2,3,0,2,2,0,84545,1,1,0,12,1,1,1,0,0,7,0,3338.82,0,1,2,0,0,0,1,42,84545001,0,0,0,4
California,2023,260000,0,2,0,3,0,2,0,0,84547,1,1,0,14,2,1,1,1,52,1,43,4010.48,2,2,2,0,2,80000,1,42,84547001,0,2,52,1
California,2023,270500,0,2,0,3,0,2,0,0,84548,1,1,0,14,2,4,1,1,25,7,43,2294.5,2,2,2,0,2,87500,1,42,84548001,0,2,50,3
California,2023,270500,0,2,0,3,0,2,0,0,84548,1,2,0,14,2,4,1,1,56,1,44,2594.81,2,1,2,0,2,100000,1,44,84548001,0,2,52,3
California,2023,100000,900,1,0,2,0,2,0,0,84549,1,1,900,9,2,4,1,7,21,7,40,2520.4,2,2,1,0,2,0,1,44,84549001,0,2,0,3
California,2023,100000,900,1,0,2,0,2,0,0,84549,1,2,0,9,2,4,4,5,85,1,43,2470.08,2,4,2,0,2,0,1,46,84549001,0,2,0,3
California,2023,120000,0,2,2,3,0,2,2,0,84550,1,1,0,10,2,1,4,7,44,1,43,2312.91,2,2,2,0,2,0,1,41,84550001,0,2,0,1
California,2023,224000,0,2,2,3,0,2,2,0,84551,1,1,0,14,2,4,5,1,38,1,46,2590.46,2,1,2,0,2,24000,1,41,84551001,0,2,52,3
California,2023,10400,0,2,0,3,0,2,0,0,84552,1,1,0,2,2,4,1,1,53,7,43,1837.84,2,3,2,0,2,10400,1,41,84552001,0,2,52,3
California,2023,0,0,2,0,3,0,2,0,0,84555,1,1,0,14,2,2,1,5,69,5,43,2977.54,2,4,2,0,2,0,1,41,84555001,0,2,0,2
California,2023,341649,0,2,0,3,0,2,0,0,84556,1,1,0,14,2,4,1,7,20,7,41,2410.15,2,2,2,0,2,6649,1,43,84556001,0,2,4,3
California,2023,50000,0,2,0,3,0,2,0,0,84557,1,1,0,8,2,4,1,1,23,7,43,2410.15,2,1,2,0,2,0,1,43,84557001,0,2,0,3
California,2023,65000,0,2,2,2,0,2,2,0,84559,1,1,0,9,2,1,1,1,44,1,43,4720.62,2,2,2,0,2,0,1,41,84559001,0,2,0,1
California,2023,115052,0,2,2,3,0,2,2,0,84560,1,1,0,14,2,1,1,3,55,1,45,2035.09,2,3,2,0,2,8402,1,41,84560001,0,2,20,1
California,2023,30000,0,2,0,3,0,2,0,0,84561,1,1,0,13,2,1,4,1,53,5,43,1977.37,2,2,2,0,2,10000,1,42,84561001,0,2,52,1
California,2023,30000,0,2,0,3,0,2,0,0,84561,1,2,0,4,2,4,4,1,46,7,44,1977.37,2,2,2,0,2,15000,1,43,84561001,0,2,52,3
California,2023,43000,0,2,0,3,0,2,0,0,84563,1,1,0,14,2,4,4,5,85,3,42,1932.65,2,3,2,0,2,0,1,41,84563001,0,2,0,3
California,2023,261000,0,2,0,2,0,2,0,0,84565,1,1,0,14,2,4,1,1,29,7,43,2873.49,2,3,2,0,2,77000,1,43,84565001,0,2,52,3
California,2023,146000,0,2,0,3,0,2,0,0,84568,1,1,0,14,2,1,1,0,0,7,0,2412.32,0,2,2,0,0,0,1,44,84568001,0,0,0,1
California,2023,140000,0,2,2,3,0,2,2,0,84570,1,1,0,14,2,1,1,1,30,5,44,4993.22,2,3,2,0,2,140000,1,41,84570001,0,2,52,1
California,2023,1000,0,2,2,3,0,2,2,0,84572,1,1,0,13,2,1,1,5,72,7,43,3315.27,2,4,2,0,2,1000,1,41,84572001,0,2,2,1
California,2023,1000,0,2,2,3,0,2,2,0,84572,1,2,0,4,2,1,4,5,75,5,39,3315.27,2,4,2,0,2,0,1,42,84572001,0,2,0,1
California,2023,125000,0,2,0,3,0,2,1,0,84573,1,1,0,14,2,4,5,1,28,1,46,2548.94,2,2,2,0,2,40000,1,41,84573001,0,2,52,3
California,2023,0,2760,1,0,1,0,2,0,12360,84574,1,1,2760,3,1,4,1,5,71,4,35,2133.9,2,3,1,0,2,0,1,41,84574001,12360,1,0,4
California,2023,260000,0,2,2,3,0,2,2,0,84575,1,1,0,14,2,1,1,1,33,1,44,2567.34,2,2,2,0,2,80000,1,41,84575001,0,2,52,1
California,2023,0,0,2,2,3,0,2,2,0,84576,1,1,0,1,2,4,5,7,20,7,40,4570.69,2,1,2,0,2,0,1,41,84576001,0,2,0,3
California,2023,0,0,2,2,3,0,2,2,0,84576,1,2,0,1,2,4,5,7,22,7,40,4722.44,2,1,2,0,2,0,1,42,84576003,0,2,0,3
California,2023,0,0,2,2,3,0,2,2,0,84576,1,3,0,1,2,4,5,7,20,7,40,4722.44,2,1,2,0,2,0,1,43,84576004,0,2,0,3
California,2023,583000,0,2,2,3,0,2,2,0,84577,1,1,0,14,2,2,1,1,29,7,43,3341.64,2,2,2,0,2,100000,1,41,84577001,0,2,52,2
California,2023,583000,0,2,2,3,0,2,2,0,84577,1,2,0,14,2,1,1,1,28,7,43,2483.46,2,2,2,0,2,133000,1,42,84577003,0,2,52,1
California,2023,583000,0,2,2,3,0,2,2,0,84577,1,3,0,14,2,1,1,1,26,7,43,2483.46,2,1,2,0,2,350000,1,43,84577003,0,2,52,1
California,2023,22000,0,2,2,3,0,2,2,0,84578,1,1,0,5,2,2,4,1,62,5,39,2778,2,3,2,0,2,22000,1,41,84578001,0,2,52,2
California,2023,225000,0,2,2,3,0,2,2,0,84579,1,1,0,12,2,1,5,7,30,7,43,2429.02,2,3,2,0,2,66500,1,41,84579001,0,2,29,1
California,2023,225000,0,2,2,3,0,2,2,0,84579,1,2,0,1,1,1,5,1,34,7,43,2839.59,2,3,2,0,2,2500,1,42,84579003,0,2,20,4
California,2023,225000,0,2,2,3,0,2,2,0,84579,1,3,0,13,2,1,1,1,29,7,43,2684.9,2,2,2,0,2,60000,1,43,84579005,0,2,26,1
California,2023,225000,0,2,2,3,0,2,2,0,84579,1,4,0,13,2,1,5,2,29,7,43,2684.9,2,1,2,0,2,60000,1,44,84579006,0,2,26,1
California,2023,225000,0,2,2,3,0,2,2,0,84579,1,5,0,8,2,1,5,2,27,7,43,2684.9,2,1,2,0,2,36000,1,45,84579004,0,2,12,1
California,2023,220000,0,2,0,3,0,2,0,0,84580,1,1,0,14,2,4,4,1,54,1,43,2047.6,2,3,2,0,2,100000,1,42,84580001,0,2,52,3
California,2023,0,0,2,0,2,0,2,0,0,84581,1,1,0,14,2,1,1,5,61,1,43,3997.54,2,2,2,0,2,0,1,42,84581001,0,2,0,1
California,2023,0,0,2,2,3,0,2,2,0,84582,1,1,0,2,2,4,5,5,75,1,45,2273.26,2,2,2,0,2,0,1,42,84582001,0,2,0,3
California,2023,220000,0,2,0,2,0,2,0,0,84583,1,1,0,14,2,4,4,1,35,7,44,2194.83,2,3,2,0,2,220000,1,41,84583001,0,2,48,3
California,2023,0,0,2,0,3,0,2,0,0,84584,1,1,0,1,2,1,1,7,52,5,40,3696.26,2,1,2,0,2,0,1,41,84584001,0,2,0,1
