gestfips,h_year,hearnval,hfdval,hfoodsp,hlorent,hmcaid,hpawval,hpaw_yn,hpublic,hssival,h_seq,gtmetsta,ffpos,f_mv_fs,povll,pehspnon,prdtrace,prcitshp,pemlr,a_age,a_maritl,a_hga,marsupwt,dis_hp,hea,mcaid,paw_val,paw_yn,pearnval,pov_univ,pppos,spm_id,ssi_val,ssi_yn,wkswork,racecat
California,2023,220000,0,2,0,3,0,2,0,0,85046,1,1,0,14,2,1,1,7,40,1,43,2198.01,2,1,2,0,2,0,1,42,85046001,0,2,0,1
California,2023,200000,0,2,0,3,0,2,0,0,85047,1,1,0,14,1,8,1,7,15,7,34,3179.73,2,1,2,0,2,0,1,43,85047001,0,2,0,4
California,2023,132200,0,2,2,3,0,2,2,0,85048,1,1,0,14,2,1,1,1,18,7,40,2877.71,2,3,2,0,2,6649,1,43,85048001,0,2,14,1
California,2023,141000,0,2,0,3,0,2,0,0,85049,1,1,0,14,2,1,1,1,51,5,39,4235.68,2,2,2,0,2,93000,1,41,85049001,0,2,52,1
California,2023,141000,0,2,0,3,0,2,0,0,85049,1,2,0,10,2,1,1,1,32,7,41,4235.68,2,2,2,0,2,48000,1,42,85049001,0,2,42,1
California,2023,642000,0,2,0,3,0,2,0,0,85050,1,1,0,14,2,1,1,5,54,1,44,4653.5,2,1,2,0,2,42000,1,41,85050001,0,2,26,1
California,2023,70000,300,1,2,1,0,2,2,0,85056,1,1,300,9,1,1,5,7,45,1,39,2191.74,2,2,1,0,2,0,1,41,85056001,0,2,0,4
California,2023,0,0,2,0,3,0,2,1,0,85057,1,1,0,3,2,4,5,5,80,3,43,2233.89,2,3,2,0,2,0,1,41,85057001,0,2,0,3
California,2023,503000,0,2,0,3,0,2,0,0,85058,1,1,0,14,2,1,1,0,6,7,0,3695.94,0,1,2,0,0,0,1,43,85058001,0,0,0,1
California,2023,535000,0,2,0,3,0,2,0,0,85059,1,1,0,14,2,4,4,1,52,1,45,2377.68,2,2,2,0,2,255000,1,41,85059001,0,2,52,3
California,2023,0,0,2,0,3,0,2,1,0,85060,1,1,0,4,1,1,4,5,79,4,39,1748.28,2,3,2,0,2,0,1,41,85060001,0,2,0,4
California,2023,400000,0,2,2,3,0,2,2,0,85061,1,1,0,14,2,1,1,2,39,1,46,2475.33,2,1,2,0,2,200000,1,41,85061001,0,2,52,1
California,2023,325000,0,2,2,3,0,2,2,0,85062,1,1,0,14,2,1,1,0,13,7,0,2671.37,0,1,2,0,0,0,1,42,85062001,0,0,0,1
California,2023,325000,0,2,2,3,0,2,2,0,85062,1,2,0,14,2,1,1,2,47,7,43,2278.25,2,2,2,0,2,95000,1,43,85062001,0,2,52,1
California,2023,0,0,2,0,3,1920,1,0,0,85066,1,1,0,14,2,1,1,5,80,7,46,3519.88,2,3,2,1920,1,0,1,41,85066001,0,2,0,1
California,2023,86000,0,2,2,3,0,2,2,0,85067,1,1,0,14,2,4,5,1,31,7,44,2580.7,2,2,2,0,2,86000,1,41,85067001,0,2,52,3
California,2023,30000,0,2,2,1,0,2,2,0,85069,1,1,0,7,1,1,1,1,28,7,43,2393.73,2,3,1,0,2,30000,1,41,85069001,0,2,26,4
California,2023,0,1224,1,0,1,0,2,1,0,85070,1,1,1224,5,2,4,4,5,77,1,33,2331.31,2,4,1,0,2,0,1,42,85070001,0,2,0,3
California,2023,233000,0,2,2,3,0,2,2,0,85073,1,1,0,14,2,2,1,1,37,7,44,3522.68,2,2,2,0,2,233000,1,41,85073001,0,2,52,2
California,2023,243625,0,2,2,3,0,2,2,0,85074,1,1,0,14,2,8,1,1,34,1,44,2415.02,2,2,2,0,2,122990,1,41,85074001,0,2,52,5
California,2023,110000,0,2,0,3,0,2,0,0,85075,1,1,0,14,2,1,4,1,46,7,46,4550.15,2,2,2,0,2,110000,1,41,85075001,0,2,52,1
California,2023,400000,0,2,0,3,0,2,0,0,85076,1,1,0,14,2,4,4,2,44,1,45,2134.9,2,2,2,0,2,180000,1,42,85076001,0,2,52,3
California,2023,170000,0,2,2,3,0,2,2,0,85077,1,1,0,14,2,8,3,0,2,7,0,4617.85,0,1,2,0,0,0,1,43,85077001,0,0,0,5
California,2023,0,0,2,0,3,0,2,0,0,85078,1,1,0,4,2,4,4,5,85,5,31,2273.26,2,5,2,0,2,0,1,41,85078001,0,2,0,3
California,2023,57000,0,2,2,3,0,2,2,0,85079,1,1,0,11,2,4,4,1,52,5,37,2634.52,2,2,2,0,2,57000,1,41,85079001,0,2,52,3
California,2023,0,800,1,2,3,0,2,2,0,85080,1,1,800,1,1,1,1,7,27,7,43,2360.06,2,3,2,0,2,0,1,41,85080001,0,2,0,4
California,2023,0,0,2,0,3,0,2,0,0,85081,1,1,0,6,2,4,4,7,52,1,39,2488.4,2,3,2,0,2,0,1,41,85081001,0,2,0,3
California,2023,0,0,2,0,3,0,2,0,0,85082,1,1,0,12,2,1,1,5,79,1,43,3519.88,2,2,2,0,2,0,1,41,85082001,0,2,0,1
California,2023,45000,0,2,1,3,0,2,2,0,85083,1,1,0,10,2,1,1,1,64,5,45,4547.6,2,1,2,0,2,45000,1,41,85083001,0,2,52,1
California,2023,8000,0,2,0,3,0,2,0,0,85087,1,1,0,14,2,1,1,1,69,1,46,3984.35,2,2,2,0,2,8000,1,41,85087001,0,2,52,1
California,2023,80000,0,2,2,3,0,2,2,0,85090,1,1,0,14,2,1,1,4,33,7,44,4785.49,2,1,2,0,2,80000,1,41,85090001,0,2,52,1
California,2023,162000,0,2,2,3,0,2,2,0,85091,1,1,0,14,2,4,4,1,43,7,43,2150.45,2,1,2,0,2,162000,1,41,85091001,0,2,52,3
California,2023,0,1344,1,0,1,0,2,1,0,85092,1,1,1344,4,2,4,4,5,72,3,34,3841.81,2,3,1,0,2,0,1,41,85092001,0,2,0,3
California,2023,0,1272,1,0,1,0,2,1,0,85093,1,1,1272,3,2,4,4,5,85,4,34,1946.96,2,5,1,0,2,0,1,41,85093001,0,2,0,3
California,2023,0,1344,1,0,1,0,2,1,0,85094,1,1,1344,3,2,4,4,5,76,5,34,2017.16,2,3,1,0,2,0,1,41,85094001,0,2,0,3
California,2023,138000,0,2,0,3,0,2,0,0,85096,1,1,0,14,2,1,1,1,57,7,44,3971.33,2,2,2,0,2,138000,1,41,85096001,0,2,52,1
California,2023,1900,0,2,0,3,0,2,0,0,85097,1,1,0,4,2,1,1,2,77,5,43,3615.76,1,4,2,0,2,1900,1,41,85097001,0,2,12,1
California,2023,0,0,2,0,3,0,2,0,0,85098,1,1,0,11,2,4,1,5,38,1,45,2138,2,1,2,0,2,0,1,41,85098001,0,2,0,3
California,2023,110000,0,2,2,3,0,2,2,0,85100,1,1,0,13,2,8,1,7,46,1,43,3185.16,2,1,2,0,2,0,1,41,85100001,0,2,0,5
California,2023,150000,0,2,0,3,0,2,0,0,85101,1,1,0,14,2,1,1,1,53,5,43,4010.48,2,2,2,0,2,150000,1,41,85101001,0,2,52,1
California,2023,158400,0,2,2,3,0,2,2,0,85104,1,1,0,14,1,1,4,7,52,1,40,1949.63,1,1,2,0,2,35000,1,41,85104001,0,2,44,4
California,2023,2199998,0,2,2,3,0,2,2,0,85105,1,1,0,14,2,1,1,1,44,7,42,4375.62,2,1,2,0,2,1099999,1,41,85105001,0,2,52,1
California,2023,2199998,0,2,2,3,0,2,2,0,85105,1,2,0,14,2,1,1,1,40,7,39,4375.62,2,1,2,0,2,1099999,1,42,85105001,0,2,52,1
California,2023,132000,0,2,2,3,0,2,2,0,85107,1,1,0,9,2,1,1,4,43,5,45,4341.07,2,1,2,0,2,42000,1,41,85107001,0,2,13,1
California,2023,132000,0,2,2,3,0,2,2,0,85107,1,2,0,14,2,1,1,1,44,7,43,4341.07,2,2,2,0,2,90000,1,42,85107001,0,2,52,1
California,2023,161000,0,2,2,3,0,2,2,0,85109,1,1,0,14,2,1,1,1,24,7,44,6270.01,2,2,2,0,2,161000,1,41,85109001,0,2,52,1
California,2023,0,0,2,2,1,0,2,2,0,85110,1,1,0,1,2,1,1,5,46,7,43,4288.4,2,2,1,0,2,0,1,41,85110001,0,2,0,1
California,2023,78501,2400,1,2,2,0,2,2,0,85112,1,1,2400,8,1,1,5,1,40,1,36,1794.15,2,2,2,0,2,78501,1,41,85112001,0,2,50,4
California,2023,300000,0,2,2,3,0,2,2,0,85113,1,1,0,14,1,1,1,1,44,7,44,2034.51,2,2,2,0,2,100000,1,41,85113001,0,2,52,4
California,2023,300000,0,2,2,3,0,2,2,0,85113,1,2,0,14,2,1,1,1,48,7,43,2705.04,2,2,2,0,2,200000,1,42,85113003,0,2,52,1
California,2023,4001,0,2,0,3,0,2,0,0,85114,1,1,0,14,2,1,1,1,69,1,43,3860.11,2,1,2,0,2,1,1,42,85114001,0,2,52,1
California,2023,82000,0,2,2,3,0,2,2,0,85115,1,1,0,14,2,8,1,1,27,7,43,4753.69,2,2,2,0,2,82000,1,41,85115001,0,2,52,5
California,2023,230000,0,2,0,3,0,2,0,0,85116,1,1,0,14,2,1,1,1,62,5,43,3876.04,2,2,2,0,2,150000,1,41,85116001,0,2,52,1
California,2023,230000,0,2,0,3,0,2,0,0,85116,1,2,0,14,2,1,1,1,62,5,43,3876.04,2,2,2,0,2,80000,1,42,85116001,0,2,52,1
California,2023,325000,0,2,0,3,0,2,0,0,85117,1,1,0,14,2,4,1,1,45,1,46,2728.61,2,2,2,0,2,200000,1,42,85117001,0,2,52,3
California,2023,160000,0,2,0,3,0,2,0,0,85118,1,1,0,14,2,4,5,1,59,7,44,2493.97,2,2,2,0,2,160000,1,41,85118001,0,2,52,3
California,2023,370000,0,2,0,3,0,2,0,0,85120,1,1,0,14,2,8,1,0,4,7,0,3979.53,0,2,2,0,0,0,1,43,85120001,0,0,0,5
California,2023,0,0,2,2,3,0,2,2,0,85121,1,1,0,1,2,4,4,7,61,7,40,2351.19,2,3,2,0,2,0,1,41,85121001,0,2,0,3
California,2023,0,0,2,0,3,0,2,0,0,85122,1,1,0,13,2,1,1,5,80,1,45,3615.76,2,2,2,0,2,0,1,41,85122001,0,2,0,1
California,2023,170000,0,2,0,3,0,2,0,0,85123,1,1,0,14,2,1,1,1,85,1,43,3519.88,2,3,2,0,2,100000,1,41,85123001,0,2,52,1
California,2023,0,0,2,0,3,0,2,0,0,85124,1,1,0,1,2,4,4,5,80,4,43,2226.9,2,5,2,0,2,0,1,41,85124001,0,2,0,3
California,2023,0,0,2,0,3,0,2,0,0,85125,1,1,0,14,2,1,1,5,63,1,44,3615.22,2,2,2,0,2,0,1,41,85125001,0,2,0,1
California,2023,115000,0,2,2,3,0,2,2,0,85126,1,1,0,14,2,4,4,1,59,1,40,2560.1,2,2,2,0,2,60000,1,41,85126001,0,2,46,3
California,2023,150000,0,2,0,3,0,2,0,0,85127,1,1,0,14,2,1,5,0,12,7,0,2610.83,0,1,2,0,0,0,1,42,85127001,0,0,0,1
California,2023,106000,0,2,1,3,0,2,2,0,85128,1,1,0,14,1,1,1,0,13,7,0,1629.96,0,2,2,0,0,0,1,42,85128001,0,0,0,4
California,2023,163000,0,2,0,3,0,2,0,0,85129,1,1,0,12,2,4,4,5,28,4,39,2989.21,2,3,2,0,2,0,1,46,85129001,0,2,0,3
California,2023,243000,0,2,2,3,0,2,2,0,85130,1,1,0,14,2,1,5,1,32,1,44,5070.49,2,1,2,0,2,68000,1,42,85130001,0,2,52,1
California,2023,0,0,2,0,3,0,2,0,0,85131,1,1,0,1,2,1,1,7,17,7,37,2836.4,2,1,2,0,2,0,1,42,85131001,0,2,0,1
California,2023,80000,0,2,0,3,0,2,0,0,85132,1,1,0,14,2,1,1,7,65,5,43,4016.07,2,2,2,0,2,80000,1,41,85132001,0,2,32,1
California,2023,0,1344,1,0,1,0,2,0,8472,85133,1,1,1344,3,2,1,4,5,85,4,39,4491.51,2,3,1,0,2,0,1,41,85133001,8472,1,0,1
California,2023,8000,0,2,2,1,0,2,2,0,85134,1,1,0,1,1,1,5,1,47,1,39,2119.92,2,2,1,0,2,4000,1,42,85134001,0,2,2,4
California,2023,350000,0,2,2,3,0,2,2,0,85135,1,1,0,14,2,4,1,1,34,7,45,2601.25,2,1,2,0,2,350000,1,41,85135001,0,2,48,3
California,2023,150000,0,2,0,2,0,2,0,0,85136,1,1,0,14,2,4,1,7,33,7,41,3346.69,2,1,1,0,2,0,1,42,85136001,0,2,0,3
California,2023,0,0,2,0,3,0,2,0,0,85137,1,1,0,14,2,1,4,6,65,1,42,4016.07,2,1,2,0,2,0,1,42,85137001,0,2,0,1
California,2023,134000,0,2,2,3,0,2,2,0,85139,1,1,0,14,2,1,1,1,61,1,43,2001.02,2,2,2,0,2,94000,1,41,85139001,0,2,52,1
California,2023,1119999,0,2,2,2,0,2,2,0,85140,1,1,0,14,2,4,1,7,33,7,41,2452.24,2,1,1,0,2,0,1,42,85140001,0,2,0,3
California,2023,1119999,0,2,2,2,0,2,2,0,85140,1,2,0,14,2,4,1,7,85,1,31,2273.26,2,2,2,0,2,0,1,44,85140001,0,2,0,3
California,2023,360000,0,2,2,3,0,2,2,0,85142,1,1,0,14,2,5,1,1,33,1,43,3313.43,2,3,2,0,2,300000,1,41,85142001,0,2,52,5
California,2023,0,0,2,0,1,0,2,1,18000,85144,1,1,0,5,2,2,1,6,68,4,39,2828.79,1,4,1,0,2,0,1,41,85144001,18000,1,0,2
California,2023,0,0,2,2,1,0,2,2,0,85145,1,1,0,1,2,4,5,1,52,1,39,4062.67,2,4,1,0,2,0,1,42,85145001,0,2,0,3
California,2023,0,3000,1,2,1,1200,1,2,23640,85146,1,1,3000,7,2,2,1,7,49,5,34,3004.95,1,3,1,0,2,0,1,41,85146001,13464,1,0,2
California,2023,0,3000,1,2,1,1200,1,2,23640,85146,1,2,0,10,2,2,1,5,71,5,35,2828.79,1,3,1,1200,1,0,1,42,85146003,10176,1,0,2
California,2023,128907,960,1,0,2,0,2,0,0,85147,1,1,960,12,2,4,4,1,34,7,43,1928.75,2,3,1,0,2,25007,1,41,85147001,0,2,52,3
California,2023,128907,960,1,0,2,0,2,0,0,85147,1,2,0,12,2,4,4,5,77,1,39,2255.3,2,4,2,0,2,0,1,43,85147001,0,2,0,3
California,2023,350000,0,2,2,3,0,2,2,0,85149,1,1,0,14,2,1,1,1,28,7,43,5458.35,2,2,2,0,2,150000,1,41,85149001,0,2,51,1
California,2023,350000,0,2,2,3,0,2,2,0,85149,1,2,0,14,2,1,1,1,29,7,43,5458.35,2,2,2,0,2,200000,1,42,85149001,0,2,52,1
California,2023,215276,0,2,2,3,0,2,2,0,85151,1,1,0,14,2,1,1,1,31,7,44,4497.09,2,1,2,0,2,180000,1,41,85151001,0,2,52,1
California,2023,215276,0,2,2,3,0,2,2,0,85151,1,2,0,8,2,1,1,1,32,7,43,4497.09,2,1,2,0,2,35276,1,42,85151001,0,2,52,1
California,2023,74356,0,2,1,3,0,2,2,0,85152,1,1,0,13,1,1,1,1,40,7,39,2067.99,2,2,2,0,2,74356,1,41,85152001,0,2,52,4
California,2023,65000,0,2,0,3,0,2,0,0,85153,1,1,0,14,2,1,1,5,51,5,43,3978.8,2,2,2,0,2,65000,1,41,85153001,0,2,52,1
California,2023,260000,0,2,0,3,0,2,0,0,85154,1,1,0,14,2,1,1,1,40,7,43,4531.91,2,2,2,0,2,260000,1,41,85154001,0,2,52,1
California,2023,42000,0,2,0,3,0,2,1,0,85155,1,1,0,9,2,4,4,1,59,5,42,2209.81,2,5,2,0,2,42000,1,41,85155001,0,2,52,3
California,2023,1000,3600,1,0,3,0,2,1,0,85156,1,1,3600,1,2,4,5,7,66,1,42,2227.4,2,4,2,0,2,0,1,42,85156001,0,2,0,3
California,2023,500000,0,2,2,3,0,2,2,0,85157,1,1,0,14,2,1,5,1,46,7,44,4288.4,2,1,2,0,2,500000,1,41,85157001,0,2,52,1
California,2023,387000,0,2,2,3,0,2,2,0,85159,1,1,0,14,2,1,1,1,33,7,44,2415.02,2,2,2,0,2,297000,1,41,85159001,0,2,52,1
California,2023,387000,0,2,2,3,0,2,2,0,85159,1,2,0,14,2,4,1,1,32,7,43,2415.02,2,2,2,0,2,90000,1,42,85159001,0,2,52,3
California,2023,345000,0,2,2,3,0,2,2,0,85160,1,1,0,14,2,1,1,1,37,1,43,4934.98,2,2,2,0,2,325000,1,42,85160001,0,2,52,1
California,2023,161000,0,2,0,3,0,2,0,0,85161,1,1,0,14,2,1,1,1,64,7,45,3615.22,2,2,2,0,2,161000,1,41,85161001,0,2,52,1
California,2023,4000,0,2,0,3,0,2,0,0,85162,1,1,0,1,1,2,1,7,69,1,43,3930.18,2,1,2,0,2,0,1,41,85162001,0,2,0,4
California,2023,0,0,2,0,1,0,2,0,0,85163,1,1,0,2,2,4,4,5,72,1,43,2209.81,1,3,1,0,2,0,1,41,85163001,0,2,0,3
California,2023,270000,0,2,2,3,0,2,2,0,85166,1,1,0,14,2,1,5,1,30,1,43,4993.22,2,1,2,0,2,180000,1,41,85166001,0,2,52,1
California,2023,40000,0,2,0,1,0,2,1,0,85169,1,1,0,9,2,2,1,1,57,5,40,3572.96,2,3,1,0,2,40000,1,41,85169001,0,2,30,2
California,2023,120000,0,2,0,3,0,2,0,0,85171,1,1,0,14,2,1,1,1,61,1,43,4599.65,2,3,2,0,2,120000,1,42,85171001,0,2,52,1
California,2023,115000,0,2,0,3,0,2,0,0,85174,1,1,0,14,2,4,1,1,23,7,43,2261.33,2,1,2,0,2,55000,1,41,85174001,0,2,52,3
California,2023,115000,0,2,0,3,0,2,0,0,85174,1,2,0,14,2,4,4,1,60,1,38,2733.2,2,2,2,0,2,60000,1,42,85174001,0,2,52,3
California,2023,160000,0,2,0,3,0,2,0,0,85175,1,1,0,13,1,1,1,0,12,7,0,1642.93,0,1,2,0,0,0,1,44,85175001,0,0,0,4
California,2023,506400,0,2,0,3,0,2,0,0,85176,1,1,0,14,2,4,1,1,40,7,43,3110.85,2,2,2,0,2,86400,1,45,85176001,0,2,52,3
California,2023,190000,0,2,2,3,0,2,2,0,85177,1,1,0,14,2,4,4,1,57,7,40,2514,2,2,2,0,2,100000,1,41,85177001,0,2,52,3
California,2023,190000,0,2,2,3,0,2,2,0,85177,1,2,0,14,2,1,1,1,46,7,44,2514,2,2,2,0,2,90000,1,42,85177001,0,2,52,1
California,2023,125000,0,2,2,3,0,2,2,0,85178,1,1,0,14,2,1,5,1,41,7,43,4531.91,2,1,2,0,2,125000,1,41,85178001,0,2,52,1
California,2023,230000,0,2,0,3,0,2,0,0,85179,1,1,0,14,2,1,1,1,34,7,43,5348.77,2,2,2,0,2,230000,1,41,85179001,0,2,52,1
California,2023,0,0,2,0,3,0,2,0,0,85180,1,1,0,5,1,1,4,5,80,5,40,1855.66,2,2,2,0,2,0,1,41,85180001,0,2,0,4
California,2023,75000,0,2,2,3,0,2,2,0,85181,1,1,0,13,2,4,3,1,48,7,43,1941.42,2,1,2,0,2,75000,1,41,85181001,0,2,52,3
California,2023,75000,1800,1,0,2,0,2,0,10800,85182,1,1,1800,12,2,4,4,5,85,4,36,1742.92,2,4,1,0,2,0,1,43,85182001,10800,1,0,3
California,2023,76000,0,2,2,3,0,2,2,0,85185,1,1,0,11,2,1,4,1,47,1,44,4009.3,2,2,2,0,2,36000,1,42,85185001,0,2,52,1
California,2023,222000,0,2,0,3,0,2,0,0,85187,1,1,0,14,2,1,1,1,62,7,44,3965.97,2,1,2,0,2,185000,1,41,85187001,0,2,52,1
California,2023,100000,0,2,0,3,0,2,0,0,85194,1,1,0,12,2,1,1,5,85,4,44,1928.41,2,3,2,0,2,0,1,41,85194001,0,2,0,1
California,2023,100000,0,2,0,3,0,2,0,0,85194,1,2,0,12,2,1,1,7,16,7,35,2861.91,2,1,2,0,2,0,1,43,85194001,0,2,0,1
California,2023,35000,0,2,0,3,0,2,0,0,85203,1,1,0,7,1,1,1,1,46,7,37,1723.64,2,3,2,0,2,35000,1,41,85203001,0,2,52,4
California,2023,140000,0,2,0,3,0,2,0,0,85204,1,1,0,14,2,1,1,1,48,7,43,1973.53,2,2,2,0,2,130000,1,43,85204001,0,2,52,1
California,2023,60000,0,2,2,3,0,2,2,0,85205,1,1,0,6,1,1,5,0,14,7,0,2372.33,0,1,2,0,0,0,1,43,85205001,0,0,0,4
California,2023,56000,0,2,2,3,0,2,2,0,85206,1,1,0,12,1,1,5,1,44,7,43,2286.06,2,2,2,0,2,56000,1,41,85206001,0,2,48,4
California,2023,36000,0,2,2,1,0,2,2,0,85207,1,1,0,8,1,1,1,1,28,7,43,1918.69,2,3,1,0,2,36000,1,41,85207001,0,2,12,4
California,2023,0,0,2,2,1,0,2,2,0,85208,1,1,0,1,1,1,5,6,62,7,39,1928.67,1,3,1,0,2,0,1,41,85208001,0,2,0,4
California,2023,0,0,2,2,1,0,2,2,0,85208,1,2,0,1,1,1,5,6,58,7,39,1928.67,1,4,1,0,2,0,1,42,85208001,0,2,0,4
California,2023,94000,0,2,2,1,0,2,2,0,85209,1,1,0,10,1,1,5,1,37,1,39,2192.25,2,2,1,0,2,42000,1,41,85209001,0,2,45,4
California,2023,155000,0,2,2,3,0,2,2,0,85210,1,1,0,6,1,1,1,1,26,7,43,2248.75,2,2,2,0,2,25000,1,41,85210001,0,2,52,4
California,2023,155000,0,2,2,3,0,2,2,0,85210,1,2,0,14,1,1,1,1,27,7,43,2248.75,2,2,2,0,2,130000,1,42,85210001,0,2,52,4
California,2023,115000,0,2,2,2,0,2,2,0,85211,1,1,0,14,1,1,1,1,27,7,43,1933.97,2,1,2,0,2,75000,1,41,85211001,0,2,52,4
California,2023,115000,0,2,2,2,0,2,2,0,85211,1,2,0,9,2,1,1,1,23,7,43,2443.35,2,3,1,0,2,40000,1,42,85211003,0,2,20,1
California,2023,101059,0,2,2,3,0,2,2,0,85212,1,1,0,9,1,1,4,7,23,7,42,2132.71,2,1,2,0,2,29500,1,41,85212001,0,2,12,4
California,2023,101059,0,2,2,3,0,2,2,0,85212,1,2,0,13,2,1,4,1,36,7,41,2005.75,2,2,2,0,2,71559,1,42,85212004,0,2,52,1
California,2023,101059,0,2,2,3,0,2,2,0,85212,1,3,0,1,1,1,1,7,21,7,43,2132.71,2,1,2,0,2,0,1,43,85212001,0,2,0,4
California,2023,115500,0,2,2,2,0,2,2,0,85215,1,1,0,14,2,1,5,7,35,1,46,2122.52,2,3,2,0,2,3500,1,42,85215001,0,2,5,1
California,2023,115500,0,2,2,2,0,2,2,0,85215,1,2,0,3,1,1,1,1,50,7,43,4992.38,2,1,1,0,2,15000,1,43,85215004,0,2,52,4
California,2023,0,3000,1,0,1,7680,1,1,0,85216,1,1,3000,2,1,1,1,6,59,6,40,2010.23,1,3,1,7680,1,0,1,41,85216001,0,2,0,4
California,2023,300000,0,2,0,3,0,2,0,0,85217,1,1,0,14,2,4,1,1,32,1,46,2797.19,2,1,2,0,2,200000,1,42,85217001,0,2,52,3
California,2023,99000,0,2,2,1,0,2,2,0,85219,1,1,0,14,2,4,5,1,31,7,43,2816.05,2,3,1,0,2,50000,1,41,85219001,0,2,52,3
California,2023,89001,1500,1,0,1,0,2,0,0,85221,1,1,1500,10,2,4,5,1,25,7,39,3238.07,2,3,1,0,2,28001,1,43,85221001,0,2,25,3
California,2023,170000,1440,1,0,3,0,2,0,0,85222,1,1,1440,14,2,4,4,5,85,4,44,2412.78,2,2,2,0,2,0,1,44,85222001,0,2,0,3
California,2023,80000,0,2,2,1,0,2,2,30000,85223,1,1,0,13,2,4,1,0,4,7,0,2818.19,0,1,1,0,0,0,1,43,85223001,0,0,0,3
California,2023,0,1308,1,1,1,8988,1,2,13080,85224,1,1,1308,5,2,2,1,6,40,7,39,3760.86,1,4,1,8988,1,0,1,41,85224001,13080,1,0,2
California,2023,280000,0,2,2,3,0,2,2,0,85225,1,1,0,14,2,4,5,1,31,1,43,2777.62,2,1,2,0,2,100000,1,42,85225001,0,2,52,3
California,2023,0,0,2,2,3,0,2,2,0,85226,1,1,0,10,2,8,3,5,66,7,44,3233.44,2,3,2,0,2,0,1,41,85226001,0,2,0,5
California,2023,0,1392,1,0,3,0,2,1,0,85227,1,1,1392,3,2,4,5,5,69,1,33,2758.43,2,4,2,0,2,0,1,41,85227001,0,2,0,3
California,2023,0,1812,1,0,1,0,2,1,12396,85228,1,1,1812,3,2,4,4,5,71,7,40,2491.32,1,3,1,0,2,0,1,41,85228001,12396,1,0,3
California,2023,0,1344,1,0,3,0,2,1,0,85229,1,1,1344,3,2,4,4,5,85,4,35,2410.1,2,4,2,0,2,0,1,41,85229001,0,2,0,3
California,2023,88000,0,2,0,3,0,2,0,0,85230,1,1,0,14,2,4,4,5,79,1,43,2069.82,2,4,2,0,2,0,1,41,85230001,0,2,0,3
California,2023,88000,0,2,0,3,0,2,0,0,85230,1,2,0,14,2,4,4,1,39,1,43,2727.83,2,3,2,0,2,8000,1,43,85230001,0,2,52,3
California,2023,8000,0,2,0,3,0,2,1,0,85232,1,1,0,7,2,4,4,5,76,1,35,2478.42,1,5,2,0,2,0,1,42,85232001,0,2,0,3
California,2023,40000,0,2,2,3,0,2,2,0,85233,1,1,0,6,2,4,4,1,54,1,38,2631.02,2,2,2,0,2,0,1,42,85233001,0,2,0,3
California,2023,820000,0,2,0,3,0,2,0,0,85234,1,1,0,14,2,1,1,0,10,7,0,2696.42,0,1,2,0,0,0,1,43,85234001,0,0,0,1
California,2023,40000,2400,1,0,2,0,2,1,0,85235,1,1,2400,8,2,4,4,2,39,7,39,3090.52,2,1,2,0,2,25000,1,41,85235001,0,2,52,3
California,2023,21600,0,2,2,1,0,2,2,0,85237,1,1,0,6,2,4,4,7,65,3,39,2245.79,2,3,1,0,2,21600,1,41,85237001,0,2,50,3
California,2023,48000,1800,1,0,1,0,2,0,0,85238,1,1,1800,8,2,4,1,0,13,7,0,2933.88,0,2,1,0,0,0,1,44,85238001,0,0,0,3
California,2023,108000,0,2,0,3,0,2,0,0,85239,1,1,0,13,2,4,1,1,53,7,43,2063.09,2,1,2,0,2,40000,1,41,85239001,0,2,52,3
California,2023,108000,0,2,0,3,0,2,0,0,85239,1,2,0,13,2,4,4,1,85,1,39,2091.45,2,3,2,0,2,38000,1,43,85239001,0,2,52,3
California,2023,45000,2000,1,0,2,0,2,0,0,85240,1,1,2000,7,2,4,4,1,51,1,40,2309.18,2,3,2,0,2,45000,1,41,85240001,0,2,52,3
California,2023,0,6000,1,2,1,120,1,2,0,85241,1,1,6000,3,2,2,1,7,19,7,38,3523.57,2,2,1,0,2,0,1,42,85241001,0,2,0,2
California,2023,63679,0,2,2,3,0,2,2,0,85242,1,1,0,12,2,19,1,1,26,7,43,3534.55,2,2,2,0,2,63679,1,41,85242001,0,2,52,5
California,2023,0,1152,1,0,1,0,2,1,7440,85243,1,1,1152,3,2,4,4,5,80,5,43,2091.45,2,5,1,0,2,0,1,41,85243001,7440,1,0,3
California,2023,0,288,1,1,1,0,2,2,10800,85245,1,1,288,2,2,2,1,6,34,7,39,3260.91,1,4,1,0,2,0,1,41,85245001,10800,1,0,2
California,2023,0,3300,1,1,1,0,2,2,10800,85246,1,1,3300,3,1,1,4,6,69,5,39,1843.04,1,3,1,0,2,0,1,41,85246001,10800,1,0,4
California,2023,0,0,2,1,1,0,2,2,9600,85247,1,1,0,2,2,2,1,6,69,5,39,2742.83,1,5,1,0,2,0,1,41,85247001,9600,1,0,2
California,2023,0,2400,1,1,1,0,2,2,9600,85248,1,1,2400,2,2,4,4,6,65,5,39,2119.26,1,4,1,0,2,0,1,41,85248001,9600,1,0,3
California,2023,0,3000,1,1,1,0,2,2,10800,85249,1,1,3000,2,2,2,1,6,57,7,39,3196.62,1,4,1,0,2,0,1,41,85249001,10800,1,0,2
